client_id,target,col372,col635,col639,col640,col643,col644,col647,col648,col651,col652,col655,col656,col659,col660,col663,col664,col667,col668,col671,col672,col703,col707,col711,col712,col715,col716,col719,col720,col723,col724,col727,col728,col731,col732,col736,col739,col743,col744,col747,col804,col1456,col1461,col1464,col1469,col1488,col1493,col1967,col2002,col2004,col2053,col2054,col2055,col2056,col2057,col2058,col2101,col2102,col2103,col2104,col2105,col2106,col2126,col2127,col2129,col2149,col2150,col2151,col2152,col2153,col2154,col2155,col2156,col2157,col2159,col2160,col2165,col2166,col2177,col2178,col2218,col2295,col2296,col2297,col2298,col2299,col2300,col2301,col2303,col2304,col2313,col2314,col2315,col2343,col2344,col2345,col2346,col2347,col2348,col2349,col2350,col2351,col2352,col2353,col2354,col2355,col2356,col2357,col2358,col2359,col2360,col2361,col2362,col2363,col2364,col2365,col2366,col2367,col2368,col2369,col2370,col2371,col2372,col2373,col2374,col2375,col2376,col2377,col2378,col2379,col2380,col2381,col2382,col2384,col2385,col2386,col2387,col2388,col2390,col2394,col2395,col2396,col2397,col2398,col2399,col2400,col2401,col2402,col2403,col2404,col2405,col2406,col2407,col2408,col2409,col2410,col2411,col2412,col2413,col2414,col2418,col2419,col2420,col2421,col2422,col2423,col2424,col2425,col2426,col2427,col2428,col2429,col2430,col2431,col2432,col2433,col2434,col2435,col2436,col2438,col2439,col2440,col2441,col2442,col2443,col2444,col2445,col2446,col2447,col2459,col2603,col2604,col2605,col2606,col2607,col2608
6870,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,30.5,30.5,30.5,30.5,30.5,,,,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,227536.0,227536.0,227536.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,35.13,35.13,35.13,35.13,35.13,35.13,35.13,35.13,35.13,35.13,35.13,,,,35.13,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,
6875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,57.78,57.78,57.78,57.78,57.78,,,,57.78,57.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6880,0,1.0,7831229.0,5401338.0,5401338.0,6649737.75,6649737.75,5821144.0,5821144.0,7518299.0,7518299.0,7831229.0,7831229.0,5638182.0,5638182.0,6739937.75,6739937.75,6181944.0,6181944.0,7518299.0,7518299.0,20719.125,19004.0,23112.0,23112.0,52.13,52.13,33.91,33.91,42.64500045776367,42.64500045776367,39.32,39.32,39.31999969482422,39.31999969482422,2.0,1.0,1.5,1.5,1.0,87603.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,30.93,30.93,,,,30.93,30.93,,,,,,,,,,,,,12.43,12.43,12.43,,,,12.43,12.43,12.43,,,,,,,,,,,,,10.0,10.0,10.0,,,,10.0,10.0,,,,,,,,,,,,,,4940165.0,4940165.0,4940165.0
6884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,160619.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,4545000.0,4545000.0,4545000.0,4545000.0,4545000.0,4545000.0
6891,0,1.0,,,5335890.0,,6724921.936507937,,6668720.0,,6668720.0,,10577791.0,,5335890.0,,6869834.301587301,,6984248.0,,6984248.0,,,,21470.0,,62.26,,21.98,,34.7746033138699,,32.93,,32.84000015258789,2.0,,,1.0,,109232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,14.37,14.12,14.245,14.37,14.12,14.245,10.07,10.425,10.07,2.17,1.74,1.955,2.17,1.74,1.955,2.17,1.74,1.955,1.74,1.955,1.74,1.955,1.0,1.0,,,,,,,,190896.0,190896.0,190896.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,36.71,,,,36.71,36.71,,,,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,14.37,,,,14.37,14.37,14.37,,,,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,10.78,,,,10.78,10.78,,,,,,,2.17,2.17,2.17,,,,,,,
6896,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,21.55,21.55,,,,21.55,21.55,,,,,,,,,,,,,9.03,9.03,9.03,,,,9.03,9.03,9.03,,,,,,,,,,,,,5.07,5.07,5.07,,,,5.07,5.07,,,,,,,,,,,,,,2999999.0,2999999.0,2999999.0
6902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,38.72,30.48,,,,,,,,,,,,,,,,,,,12.97,11.03,12.0,,,,,,,,,,,,,,,,,,,13.98,9.36,,,,,,,,,,,,,,,,
6904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88092.0,87862.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,35.65,35.65,35.65,35.65,35.65,,,,35.65,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6905,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202500.0,202500.0,1.0,1.0,1.0,1.0,1.0,1.0,9.92,9.92,9.92,9.92,9.92,9.92,4.98,4.98,4.98,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.0,1.0,10000.0,,,,202500.0,202500.0,202500.0,202500.0,202500.0,202500.0,202500.0,202500.0,202500.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,22.2,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,4.98,,,,1.29,1.29,1.29,1.29,1.29,1.29,1.29,5404866.97,5404866.97,5404866.97,5404866.97,5404866.97,5404866.97
6912,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.132,0.0,0.132,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.1666666666666665,,,,3.0,2.0,2.1666666666666665,,,,,,,,,,,,,,,,58.34,46.405,,,,58.34,46.405,,,,,,,,,,,,,38.09,26.14,29.442,,,,38.09,26.14,29.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6913,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,26.09,26.09,,,,26.09,26.09,,,,,,,,,,,,,13.38,13.38,13.38,,,,13.38,13.38,13.38,,,,,,,,,,,,,5.0,5.0,5.0,,,,5.0,5.0,,,,,,,,,,,,,,4365136.0,4365136.0,4365136.0
6917,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,175207.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,21.75,21.75,21.75,21.75,21.75,21.75,21.75,21.75,,,,21.75,21.75,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,9.9,9.9,9.9,,,,,,,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,,,,5.1,5.1,,,,,,,,,,,,,,,,
6922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10000.0,,,,189117.0,189117.0,189117.0,189117.0,189117.0,189117.0,189117.0,189117.0,189117.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,2.12,2.12,2.12,2.12,2.12,2.12,,,,,,
6925,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,22.16,22.16,,,,,,,,,,,,,,,,,,,8.51,8.51,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6931,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,165155.0,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,,,,,,,,,,64.12,64.12,64.12,64.12,64.12,64.12,64.12,64.12,,,,64.12,64.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,393056.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
6945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,35.31,35.31,,,,35.31,35.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247418.0,247418.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,247418.0,247418.0,247418.0,247418.0,247418.0,247418.0,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,43.1,,,,54.62,45.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,33.77,33.77,33.77,33.77,33.77,,,,33.77,33.77,,,,,,,,,,14.14,14.14,14.14,14.14,14.14,14.14,,,,14.14,14.14,14.14,,,,,,,,,,10.19,10.19,10.19,10.19,10.19,10.19,,,,10.19,10.19,,,,,,,,,,,,,,,,
6960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,38.03,38.03,,,,38.03,38.03,,,,,,,,,,,,,14.41,14.41,14.41,,,,14.41,14.41,14.41,,,,,,,,,,,,,14.85,14.85,14.85,,,,14.85,14.85,,,,,,,,,,,,,,,,
6966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,,,,12.12,12.12,12.12,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,428012.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,24.48,24.48,24.48,24.48,24.48,24.48,24.48,24.48,,,,24.48,24.48,,,,,,,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,,,,12.12,12.12,12.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6973,0,2.0,,,9132226.0,,9132226.0,,9132226.0,,9132226.0,,9453826.0,,9453826.0,,9453826.0,,9453826.0,,9453826.0,,,,29062.0,,34.84,,34.84,,34.84000015258789,,34.84,,34.84000015258789,1.0,,,1.0,,145360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.05,2.075,2.05,2.075,2.05,2.075,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,34.26,34.26,34.26,34.26,34.26,,,,34.26,34.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6978,0,2.0,12363881.0,12363881.0,12363881.0,12363881.0,12363881.0,12363881.0,12363881.0,12363881.0,12363881.0,12734083.0,12734083.0,12734083.0,12734083.0,12734083.0,12734083.0,12734083.0,12734083.0,12734083.0,12734083.0,38151.0,38151.0,38151.0,38151.0,58.46,58.46,58.46,58.46,58.459999084472656,58.459999084472656,58.46,58.46,58.459999084472656,58.459999084472656,2.0,2.0,2.0,2.0,2.0,145313.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,204790.0,118813.33333333,3.0,2.0,2.5,3.0,2.0,2.5,,,,,,,,,,2.34,2.31,2.325,2.34,2.31,2.325,2.34,2.31,2.325,2.31,2.325,2.31,2.325,4.0,4.0,,,,,204790.0,82817.0,133315.5,204790.0,133315.5,204790.0,,,,,,,3.0,2.0,2.75,3.0,2.0,2.75,3.0,2.0,2.75,3.0,2.0,2.75,3.0,2.0,2.75,,,,3.0,2.0,2.75,,,,70.68,2.36,35.36,70.68,2.36,35.36,70.68,2.36,35.36,70.68,2.36,35.36,70.68,35.36,,,,70.68,35.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.31,2.3175,2.34,2.31,2.3175,,,,,,,
6980,0,1.0,,,5722332.0,,5722332.0,,5722332.0,,5722332.0,,6037860.0,,6037860.0,,6037860.0,,6037860.0,,6037860.0,,,,19576.0,,31.09,,31.09,,31.09000015258789,,31.09,,31.09000015258789,1.0,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179679.0,179679.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5,12.5,12.5,12.5,12.5,12.5,9.97,9.97,9.97,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,10000.0,,,,179679.0,179679.0,179679.0,179679.0,179679.0,179679.0,179679.0,179679.0,179679.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,,,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,
6981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,2.0,2.5,3.0,2.0,2.5,19.37,19.37,19.37,19.37,19.37,19.37,,,,2.3,0.66,1.48,2.3,0.66,1.48,2.3,0.66,1.48,0.66,1.48,0.66,1.48,2.0,2.0,,,,,,,,178060.0,174733.5,178060.0,,,,,,,,,,3.0,2.0,2.5,3.0,2.0,2.5,3.0,2.0,2.5,3.0,2.0,2.5,,,,3.0,2.0,2.5,,,,,,,71.1,35.05,53.075,71.1,35.05,53.075,71.1,35.05,53.075,71.1,53.075,,,,71.1,53.075,,,,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,19.37,,,,19.37,19.37,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.66,1.48,,,,,,,
6985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,277083.0,277083.0,277083.0,277083.0,277083.0,277083.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,,,,25.83,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
6989,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,279975.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,25.83,25.83,25.83,25.83,25.83,25.83,25.83,25.83,,,,25.83,25.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,34.47,34.47,,,,34.47,34.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6998,0,2.0,16976704.0,15086038.0,15086038.0,16340242.826086955,16363099.641025642,16676379.0,16793956.0,16793956.0,16793956.0,16976704.0,17027794.0,15086038.0,15086038.0,16340242.826086955,16363099.641025642,16676379.0,16793956.0,16793956.0,16793956.0,49582.04347826087,51162.0,51626.0,51626.0,67.69,67.69,62.25,60.75,66.32565373959748,65.9971805474697,67.69,67.69,67.69000244140625,67.69000244140625,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.67,1.67,1.67,1.67,1.67,1.67,1.67,0.0,0.0,,,,,,,,,,253627.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,,,,67.69,67.69,,,,,,,40.49,40.49,40.49,40.49,40.49,40.49,40.49,40.49,40.49,,,,40.49,40.49,40.49,,,,,,,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,,,,11.87,11.87,,,,,,,,,,,16040000.0,16040000.0,16040000.0,16040000.0,16040000.0,16040000.0
7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,29.45,29.45,,,,29.45,29.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.6,,,,,,,,,,,,,,,,,,,,,50.2,43.96,,,,,,,,,,,,,,,,,,,15.5,15.5,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,192113.0,192113.0,1.0,1.0,1.0,1.0,1.0,1.0,14.12,14.12,14.12,14.12,14.12,14.12,8.87,8.87,8.87,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,21.56,21.56,,,,21.56,21.56,,,,,,,,,,,,,9.88,9.88,9.88,,,,9.88,9.88,9.88,,,,,,,,,,,,,4.95,4.95,4.95,,,,4.95,4.95,,,,,,,,,,,,,,,,
7008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,1.0,2.7142857142857144,,,,,,,,,,,,,74.94,74.94,74.94,74.94,74.94,,,,74.94,58.50857142857143,,,,,,,,,,53.92,53.92,53.92,53.92,53.92,53.92,,,,53.92,12.2,36.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
